,index,src,tar
98,1,아하,-
99,2,철원,LOC_B
100,3,흐리냐,ETC_I
101,1,동작구,LOC_B
102,2,눈,WTH_I
103,3,올지,-
104,4,알려줄,-
105,5,수,-
106,6,있니,-
107,1,서대문구,LOC_B
108,2,눈,WTH_I
109,3,올지,-
110,4,알려줄,-
111,5,수,-
112,6,있니,-
113,1,종로구,LOC_B
114,2,눈,WTH_I
115,3,올지,-
116,4,알아봐줘,-
117,1,노원구,LOC_B
118,2,비,WTH_I
119,3,올지,-
120,4,알아봐줘,-
121,1,강북구,LOC_B
122,2,비,WTH_I
123,3,오는지,-
124,4,알려주라,-
125,1,도봉구,LOC_B
126,2,비,WTH_I
127,3,오는지,-
128,4,말해,-
129,5,줘봐,-
130,1,용산구,LOC_B
131,2,눈,WTH_I
132,3,올지,-
133,4,알려줘,-
134,1,강남구,LOC_B
135,2,날씨,WTH_B
136,3,알려주세요,-
137,1,광진구,LOC_B
138,2,비,WTH_I
139,3,올지,-
140,4,말해,-
141,5,줘,-
142,1,은평구,LOC_B
143,2,비,WTH_I
144,3,올지,-
145,4,알려줄,-
146,5,수,-
147,6,있니,-
148,1,강서구,LOC_B
149,2,날씨,WTH_B
150,3,말해,-
151,4,줘주라,-
152,1,서대문구,LOC_B
153,2,눈,WTH_I
154,3,오는지,-
155,4,말해,-
156,5,줘,-
157,1,동대문구,LOC_B
158,2,눈,WTH_I
159,3,올지,-
160,4,말해,-
161,5,줘주세요,-
162,1,중랑구,LOC_B
163,2,비,WTH_I
164,3,올지,-
165,4,부탁,-
166,5,해,-
167,1,영등포구,LOC_B
168,2,눈,WTH_I
169,3,올지,-
170,4,알려줄,-
171,5,수,-
172,6,있니,-
173,1,금천구,LOC_B
174,2,비,WTH_I
175,3,올지,-
176,4,알려줄래,-
177,1,강서구,LOC_B
178,2,날씨,WTH_B
179,3,말해,-
180,4,줘봐,-
181,1,강북구,LOC_B
182,2,눈,WTH_I
183,3,올지,-
184,4,말해,-
185,5,줘,-
186,1,금천구,LOC_B
187,2,비,WTH_I
188,3,오는지,-
189,4,말해,-
190,5,줘봐,-
191,1,서초구,LOC_B
192,2,날씨,WTH_B
193,3,말해,-
194,4,줘주세요,-
195,1,강남구,LOC_B
196,2,눈,WTH_I
197,3,올지,-
198,4,알려주세요,-
199,1,강동구,LOC_B
200,2,날씨,WTH_B
201,3,말해,-
202,4,줘,-
203,1,강북구,LOC_B
204,2,눈,WTH_I
205,3,오는지,-
206,4,말해,-
207,5,줘주세요,-
208,1,용산구,LOC_B
209,2,눈,WTH_I
210,3,올지,-
211,4,말해,-
212,5,줘,-
213,1,성동구,LOC_B
214,2,눈,WTH_I
215,3,올지,-
216,4,말해,-
217,5,줄,-
218,6,수,-
219,7,있니,-
220,1,강남구,LOC_B
221,2,비,WTH_I
222,3,오는지,-
223,4,말해,-
224,5,줘,-
225,1,종로구,LOC_B
226,2,비,WTH_I
227,3,오는지,-
228,4,알려주라,-
229,1,송파구,LOC_B
230,2,눈,WTH_I
231,3,오는지,-
232,4,알려줘,-
233,1,양천구,LOC_B
234,2,눈,WTH_I
235,3,오는지,-
236,4,알아봐줘,-
237,1,서대문구,LOC_B
238,2,비,WTH_I
239,3,오는지,-
240,4,말해,-
241,5,줘줘,-
242,1,동대문구,LOC_B
243,2,비,WTH_I
244,3,오는지,-
245,4,부탁,-
246,5,합니다,-
247,1,영등포구,LOC_B
248,2,눈,WTH_I
249,3,오는지,-
250,4,말해,-
251,5,줄,-
252,6,수,-
253,7,있니,-
254,1,노원구,LOC_B
255,2,비,WTH_I
256,3,올지,-
257,4,알려줄래,-
258,1,마포구,LOC_B
259,2,눈,WTH_I
260,3,오는지,-
261,4,알려줘,-
262,1,마포구,LOC_B
263,2,날씨,WTH_B
264,3,부탁,-
265,4,해,-
266,1,은평구,LOC_B
267,2,눈,WTH_I
268,3,오는지,-
269,4,말해,-
270,5,줘줘,-
271,1,도봉구,LOC_B
272,2,비,WTH_I
273,3,올지,-
274,4,알려줄,-
275,5,수,-
276,6,있니,-
277,1,서대문구,LOC_B
278,2,비,WTH_I
279,3,올지,-
280,4,알려줘,-
281,1,송파구,LOC_B
282,2,눈,WTH_I
283,3,올지,-
284,4,부탁,-
285,5,해,-
286,1,강서구,LOC_B
287,2,눈,WTH_I
288,3,올지,-
289,4,말해,-
290,5,줘봐,-
291,1,마포구,LOC_B
292,2,비,WTH_I
293,3,올지,-
294,4,알려주라,-
295,1,종로구,LOC_B
296,2,비,WTH_I
297,3,오는지,-
298,4,말해,-
299,5,줘봐,-
300,1,마포구,LOC_B
301,2,비,WTH_I
302,3,올지,-
303,4,알,-
304,5,수,-
305,6,있을까,-
306,1,마포구,LOC_B
307,2,눈,WTH_I
308,3,올지,-
309,4,말해,-
310,5,줘주라,-
311,1,송파구,LOC_B
312,2,눈,WTH_I
313,3,올지,-
314,4,말해,-
315,5,줘줘,-
316,1,마포구,LOC_B
317,2,날씨,WTH_B
318,3,알려줄래,-
319,1,용산구,LOC_B
320,2,눈,WTH_I
321,3,올지,-
322,4,알려줄,-
323,5,수,-
324,6,있니,-
325,1,서초구,LOC_B
326,2,눈,WTH_I
327,3,오는지,-
328,4,부탁,-
329,5,해,-
330,1,은평구,LOC_B
331,2,눈,WTH_I
332,3,오는지,-
333,4,말해,-
334,5,줘,-
335,1,종로구,LOC_B
336,2,눈,WTH_I
337,3,올지,-
338,4,알려줘,-
339,1,마포구,LOC_B
340,2,비,WTH_I
341,3,올지,-
342,4,말해,-
343,5,줘주세요,-
344,1,송파구,LOC_B
345,2,비,WTH_I
346,3,오는지,-
347,4,말해,-
348,5,줘주세요,-
349,1,노원구,LOC_B
350,2,눈,WTH_I
351,3,올지,-
352,4,알려줄래,-
353,1,중랑구,LOC_B
354,2,날씨,WTH_B
355,3,알려줄래,-
356,1,성동구,LOC_B
357,2,눈,WTH_I
358,3,오는지,-
359,4,알려줄래,-
360,1,강남구,LOC_B
361,2,눈,WTH_I
362,3,오는지,-
363,4,알려줄래,-
364,1,용산구,LOC_B
365,2,날씨,WTH_B
366,3,부탁,-
367,4,합니다,-
368,1,서대문구,LOC_B
369,2,날씨,WTH_B
370,3,알고싶어,-
371,1,동대문구,LOC_B
372,2,눈,WTH_I
373,3,오는지,-
374,4,알려주세요,-
375,1,강남구,LOC_B
376,2,눈,WTH_I
377,3,오는지,-
378,4,말해,-
379,5,줘,-
380,1,중구,LOC_B
381,2,비,WTH_I
382,3,오는지,-
383,4,부탁,-
384,5,합니다,-
385,1,도봉구,LOC_B
386,2,날씨,WTH_B
387,3,말해,-
388,4,줘주라,-
389,1,마포구,LOC_B
390,2,눈,WTH_I
391,3,오는지,-
392,4,알려주라,-
393,1,서울,LOC_B
394,2,중랑구,LOC_B
395,3,덥니,ETC_I
396,1,서울,LOC_B
397,2,동작구,LOC_B
398,3,우산,-
399,4,필요할까,-
400,1,서울,LOC_B
401,2,강북구,LOC_B
402,3,날씨,WTH_B
403,4,덥냐,ETC_I
404,1,서울,LOC_B
405,2,구로구,LOC_B
406,3,우산,-
407,4,챙겨야해,-
408,1,서울,LOC_B
409,2,도봉구,LOC_B
410,3,덥니,ETC_I
411,1,서울,LOC_B
412,2,동대문구,LOC_B
413,3,날씨,WTH_B
414,4,맑을까,-
415,1,서울,LOC_B
416,2,양천구,LOC_B
417,3,맑을까,-
418,1,서울,LOC_B
419,2,중랑구,LOC_B
420,3,우산,-
421,4,필요해,-
422,1,서울,LOC_B
423,2,도봉구,LOC_B
424,3,날씨,WTH_B
425,4,어떠냐,-
426,1,서울,LOC_B
427,2,양천구,LOC_B
428,3,날씨,WTH_B
429,4,춥냐,ETC_I
430,1,서울,LOC_B
431,2,금천구,LOC_B
432,3,춥냐,ETC_I
433,1,서울,LOC_B
434,2,강서구,LOC_B
435,3,맑니,-
436,1,서울,LOC_B
437,2,중구,LOC_B
438,3,우산,-
439,4,써야하니,-
440,1,서울,LOC_B
441,2,강서구,LOC_B
442,3,날씨,WTH_B
443,4,어떠냐,-
444,1,서울,LOC_B
445,2,서대문구,LOC_B
446,3,날씨,WTH_B
447,4,춥냐,ETC_I
448,1,서울,LOC_B
449,2,종로구,LOC_B
450,3,날씨,WTH_B
451,4,어때,-
452,1,서울,LOC_B
453,2,서초구,LOC_B
454,3,날씨,WTH_B
455,4,흐리냐,ETC_I
456,1,서울,LOC_B
457,2,동작구,LOC_B
458,3,날씨,WTH_B
459,4,흐릴까,ETC_I
460,1,서울,LOC_B
461,2,관악구,LOC_B
462,3,날씨,WTH_B
463,4,덥냐,ETC_I
464,1,서울,LOC_B
465,2,중랑구,LOC_B
466,3,날씨,WTH_B
467,4,흐리니,ETC_I
468,1,서울,LOC_B
469,2,송파구,LOC_B
470,3,날씨,WTH_B
471,4,맑니,-
472,1,서울,LOC_B
473,2,강남구,LOC_B
474,3,춥니,ETC_I
475,1,서울,LOC_B
476,2,종로구,LOC_B
477,3,날씨,WTH_B
478,4,맑을까,-
479,1,서울,LOC_B
480,2,노원구,LOC_B
481,3,날씨,WTH_B
482,4,흐릴까,ETC_I
483,1,서울,LOC_B
484,2,서초구,LOC_B
485,3,덥니,ETC_I
486,1,서울,LOC_B
487,2,동작구,LOC_B
488,3,우산,-
489,4,챙길까,-
490,1,서울,LOC_B
491,2,송파구,LOC_B
492,3,눈,WTH_I
493,4,올까,-
494,1,서울,LOC_B
495,2,양천구,LOC_B
496,3,눈,WTH_I
497,4,오냐,-
498,1,서울,LOC_B
499,2,노원구,LOC_B
500,3,우산,-
501,4,써야하니,-
502,1,서울,LOC_B
503,2,서초구,LOC_B
504,3,우산,-
505,4,챙겨야,-
506,5,할까,-
507,1,서울,LOC_B
508,2,금천구,LOC_B
509,3,눈,WTH_I
510,4,오냐,-
511,1,서울,LOC_B
512,2,강서구,LOC_B
513,3,날씨,WTH_B
514,4,맑을까,-
515,1,서울,LOC_B
516,2,마포구,LOC_B
517,3,날씨,WTH_B
518,4,흐리냐,ETC_I
519,1,서울,LOC_B
520,2,도봉구,LOC_B
521,3,우산,-
522,4,챙겨야,-
523,5,할까,-
524,1,서울,LOC_B
525,2,구로구,LOC_B
526,3,비,WTH_I
527,4,올까,-
528,1,서울,LOC_B
529,2,노원구,LOC_B
530,3,눈,WTH_I
531,4,오니,-
532,1,서울,LOC_B
533,2,중구,LOC_B
534,3,우산,-
535,4,챙길까,-
536,1,서울,LOC_B
537,2,은평구,LOC_B
538,3,추울까,ETC_I
539,1,서울,LOC_B
540,2,노원구,LOC_B
541,3,날씨,WTH_B
542,4,맑니,-
543,1,서울,LOC_B
544,2,금천구,LOC_B
545,3,우산,-
546,4,필요하냐,-
547,1,서울,LOC_B
548,2,용산구,LOC_B
549,3,날씨,WTH_B
550,4,맑을까,-
551,1,서울,LOC_B
552,2,중구,LOC_B
553,3,맑을까,-
554,1,서울,LOC_B
555,2,강북구,LOC_B
556,3,비오니,WTH_I
557,1,서울,LOC_B
558,2,영등포구,LOC_B
559,3,비오니,WTH_I
560,1,서울,LOC_B
561,2,서대문구,LOC_B
562,3,날씨,WTH_B
563,4,흐릴까,ETC_I
564,1,서울,LOC_B
565,2,강동구,LOC_B
566,3,우산,-
567,4,필요하니,-
568,1,서울,LOC_B
569,2,중랑구,LOC_B
570,3,맑니,-
571,1,서울,LOC_B
572,2,종로구,LOC_B
573,3,우산,-
574,4,써야하니,-
575,1,서울,LOC_B
576,2,노원구,LOC_B
577,3,흐릴까,ETC_I
578,1,서울,LOC_B
579,2,동대문구,LOC_B
580,3,맑니,-
581,1,서울,LOC_B
582,2,은평구,LOC_B
583,3,날씨,WTH_B
584,4,어때,-
585,1,서울,LOC_B
586,2,강북구,LOC_B
587,3,날씨,WTH_B
588,4,추울까,ETC_I
589,1,서울,LOC_B
590,2,강서구,LOC_B
591,3,추울까,ETC_I
592,1,서울,LOC_B
593,2,도봉구,LOC_B
594,3,우산,-
595,4,필요해,-
596,1,서울,LOC_B
597,2,강북구,LOC_B
598,3,날씨,WTH_B
599,4,어떠냐,-
600,1,서울,LOC_B
601,2,송파구,LOC_B
602,3,우산,-
603,4,가져가야하니,-
604,1,서울,LOC_B
605,2,용산구,LOC_B
606,3,흐리냐,ETC_I
607,1,서울,LOC_B
608,2,광진구,LOC_B
609,3,날씨,WTH_B
610,4,어떠니,-
611,1,서울,LOC_B
612,2,송파구,LOC_B
613,3,눈,WTH_I
614,4,오니,-
615,1,서울,LOC_B
616,2,강서구,LOC_B
617,3,눈,WTH_I
618,4,오냐,-
619,1,서울,LOC_B
620,2,성동구,LOC_B
621,3,비오니,WTH_I
622,1,서울,LOC_B
623,2,금천구,LOC_B
624,3,우산,-
625,4,챙겨야해,-
626,1,서울,LOC_B
627,2,영등포구,LOC_B
628,3,날씨,WTH_B
629,4,어떠니,-
630,1,서울,LOC_B
631,2,강북구,LOC_B
632,3,우산,-
633,4,써야,-
634,5,할까,-
635,1,서울,LOC_B
636,2,용산구,LOC_B
637,3,날씨,WTH_B
638,4,흐리니,ETC_I
639,1,서울,LOC_B
640,2,강남구,LOC_B
641,3,날씨,WTH_B
642,4,흐리니,ETC_I
643,1,서울,LOC_B
644,2,용산구,LOC_B
645,3,덥니,ETC_I
646,1,서울,LOC_B
647,2,성동구,LOC_B
648,3,우산,-
649,4,가져가야하니,-
650,1,서울,LOC_B
651,2,중랑구,LOC_B
652,3,춥냐,ETC_I
653,1,서울,LOC_B
654,2,강북구,LOC_B
655,3,날씨,WTH_B
656,4,더울까,ETC_I
657,1,서울,LOC_B
658,2,도봉구,LOC_B
659,3,눈,WTH_I
660,4,올까,-
661,1,서울,LOC_B
662,2,동대문구,LOC_B
663,3,흐리니,ETC_I
664,1,서울,LOC_B
665,2,관악구,LOC_B
666,3,우산,-
667,4,써야하니,-
668,1,서울,LOC_B
669,2,관악구,LOC_B
670,3,덥냐,ETC_I
671,1,서울,LOC_B
672,2,노원구,LOC_B
673,3,비,WTH_I
674,4,올까,-
675,1,서울,LOC_B
676,2,종로구,LOC_B
677,3,춥니,ETC_I
678,1,서울,LOC_B
679,2,강서구,LOC_B
680,3,눈,WTH_I
681,4,올까,-
682,1,서울,LOC_B
683,2,강남구,LOC_B
684,3,흐릴까,ETC_I
685,1,서울,LOC_B
686,2,강동구,LOC_B
687,3,춥냐,ETC_I
688,1,서울,LOC_B
689,2,서대문구,LOC_B
690,3,우산,-
691,4,써야하니,-
692,1,서울,LOC_B
693,2,동작구,LOC_B
694,3,우산,-
695,4,필요하냐,-
696,1,서울,LOC_B
697,2,중랑구,LOC_B
698,3,날씨,WTH_B
699,4,맑냐,-
700,1,서울,LOC_B
701,2,양천구,LOC_B
702,3,흐리냐,ETC_I
703,1,서울,LOC_B
704,2,노원구,LOC_B
705,3,날씨,WTH_B
706,4,흐리냐,ETC_I
707,1,서울,LOC_B
708,2,송파구,LOC_B
709,3,날씨,WTH_B
710,4,덥냐,ETC_I
711,1,서울,LOC_B
712,2,강남구,LOC_B
713,3,날씨,WTH_B
714,4,어떠냐,-
715,1,서울,LOC_B
716,2,중구,LOC_B
717,3,날씨,WTH_B
718,4,춥니,ETC_I
719,1,서울,LOC_B
720,2,구로구,LOC_B
721,3,날씨,WTH_B
722,4,춥냐,ETC_I
723,1,서울,LOC_B
724,2,도봉구,LOC_B
725,3,날씨,WTH_B
726,4,어떠니,-
727,1,서울,LOC_B
728,2,강북구,LOC_B
729,3,흐리냐,ETC_I
730,1,서울,LOC_B
731,2,동작구,LOC_B
732,3,우산,-
733,4,필요하니,-
734,1,서울,LOC_B
735,2,관악구,LOC_B
736,3,우산,-
737,4,챙겨야해,-
738,1,서울,LOC_B
739,2,성동구,LOC_B
740,3,흐릴까,ETC_I
741,1,서울,LOC_B
742,2,노원구,LOC_B
743,3,우산,-
744,4,필요하니,-
745,1,서울,LOC_B
746,2,성동구,LOC_B
747,3,날씨,WTH_B
748,4,맑을까,-
749,1,서울,LOC_B
750,2,중랑구,LOC_B
751,3,날씨,WTH_B
752,4,흐릴까,ETC_I
753,1,서울,LOC_B
754,2,광진구,LOC_B
755,3,비오니,WTH_I
756,1,서울,LOC_B
757,2,구로구,LOC_B
758,3,우산,-
759,4,써야하니,-
760,1,서울,LOC_B
761,2,성북구,LOC_B
762,3,우산,-
763,4,필요해,-
764,1,서울,LOC_B
765,2,동작구,LOC_B
766,3,우산,-
767,4,쓸까,-
768,1,서울,LOC_B
769,2,성동구,LOC_B
770,3,눈,WTH_I
771,4,올까,-
772,1,서울,LOC_B
773,2,광진구,LOC_B
774,3,날씨,WTH_B
775,4,어때,-
776,1,서울,LOC_B
777,2,강동구,LOC_B
778,3,추울까,ETC_I
779,1,서울,LOC_B
780,2,종로구,LOC_B
781,3,덥냐,ETC_I
782,1,서울,LOC_B
783,2,강서구,LOC_B
784,3,비오냐,WTH_I
785,1,서울,LOC_B
786,2,강남구,LOC_B
787,3,날씨,WTH_B
788,4,춥니,ETC_I
789,1,서울,LOC_B
790,2,영등포구,LOC_B
791,3,흐리니,ETC_I
792,1,서울,LOC_B
793,2,동대문구,LOC_B
794,3,날씨,WTH_B
795,4,맑냐,-
796,1,서울,LOC_B
797,2,광진구,LOC_B
798,3,흐리냐,ETC_I
799,1,서울,LOC_B
800,2,동대문구,LOC_B
801,3,춥니,ETC_I
802,1,서울,LOC_B
803,2,금천구,LOC_B
804,3,우산,-
805,4,가져갈까,-
806,1,서울,LOC_B
807,2,광진구,LOC_B
808,3,덥니,ETC_I
809,1,서울,LOC_B
810,2,서대문구,LOC_B
811,3,더울까,ETC_I
812,1,서울,LOC_B
813,2,양천구,LOC_B
814,3,우산,-
815,4,챙길까,-
816,1,서울,LOC_B
817,2,강서구,LOC_B
818,3,춥냐,ETC_I
819,1,서울,LOC_B
820,2,광진구,LOC_B
821,3,흐리니,ETC_I
822,1,서울,LOC_B
823,2,구로구,LOC_B
824,3,날씨,WTH_B
825,4,추울까,ETC_I
826,1,서울,LOC_B
827,2,양천구,LOC_B
828,3,눈,WTH_I
829,4,오니,-
830,1,서울,LOC_B
831,2,영등포구,LOC_B
832,3,맑니,-
833,1,서울,LOC_B
834,2,강서구,LOC_B
835,3,날씨,WTH_B
836,4,덥냐,ETC_I
837,1,서울,LOC_B
838,2,서대문구,LOC_B
839,3,우산,-
840,4,필요해,-
841,1,서울,LOC_B
842,2,성동구,LOC_B
843,3,추울까,ETC_I
844,1,서울,LOC_B
845,2,마포구,LOC_B
846,3,우산,-
847,4,챙겨야,-
848,5,할까,-
849,1,서울,LOC_B
850,2,강서구,LOC_B
851,3,흐리냐,ETC_I
852,1,서울,LOC_B
853,2,강북구,LOC_B
854,3,눈,WTH_I
855,4,오냐,-
856,1,서울,LOC_B
857,2,용산구,LOC_B
858,3,덥냐,ETC_I
859,1,서울,LOC_B
860,2,금천구,LOC_B
861,3,날씨,WTH_B
862,4,어떠냐,-
863,1,서울,LOC_B
864,2,동대문구,LOC_B
865,3,추울까,ETC_I
866,1,서울,LOC_B
867,2,중랑구,LOC_B
868,3,날씨,WTH_B
869,4,어떠냐,-
870,1,서울,LOC_B
871,2,영등포구,LOC_B
872,3,우산,-
873,4,챙겨야,-
874,5,할까,-
875,1,서울,LOC_B
876,2,강남구,LOC_B
877,3,날씨,WTH_B
878,4,맑니,-
879,1,서울,LOC_B
880,2,종로구,LOC_B
881,3,우산,-
882,4,써야,-
883,5,할까,-
884,1,서울,LOC_B
885,2,동작구,LOC_B
886,3,날씨,WTH_B
887,4,어떠니,-
888,1,서울,LOC_B
889,2,중랑구,LOC_B
890,3,우산,-
891,4,가져갈까,-
892,1,서울,LOC_B
893,2,강서구,LOC_B
894,3,날씨,WTH_B
895,4,어때,-
896,1,서울,LOC_B
897,2,용산구,LOC_B
898,3,흐릴까,ETC_I
899,1,서울,LOC_B
900,2,송파구,LOC_B
901,3,날씨,WTH_B
902,4,어떠냐,-
903,1,서울,LOC_B
904,2,양천구,LOC_B
905,3,우산,-
906,4,챙겨야해,-
907,1,서울,LOC_B
908,2,동작구,LOC_B
909,3,날씨,WTH_B
910,4,맑을까,-
911,1,서울,LOC_B
912,2,동대문구,LOC_B
913,3,날씨,WTH_B
914,4,추울까,ETC_I
915,1,서울,LOC_B
916,2,노원구,LOC_B
917,3,춥냐,ETC_I
918,1,서울,LOC_B
919,2,마포구,LOC_B
920,3,날씨,WTH_B
921,4,어떠냐,-
922,1,서울,LOC_B
923,2,성동구,LOC_B
924,3,눈,WTH_I
925,4,오니,-
926,1,서울,LOC_B
927,2,용산구,LOC_B
928,3,우산,-
929,4,써야,-
930,5,할까,-
931,1,서울,LOC_B
932,2,동대문구,LOC_B
933,3,더울까,ETC_I
934,1,서울,LOC_B
935,2,금천구,LOC_B
936,3,날씨,WTH_B
937,4,맑냐,-
938,1,서울,LOC_B
939,2,종로구,LOC_B
940,3,날씨,WTH_B
941,4,더울까,ETC_I
942,1,서울,LOC_B
943,2,동작구,LOC_B
944,3,춥냐,ETC_I
945,1,서울,LOC_B
946,2,양천구,LOC_B
947,3,맑니,-
948,1,서울,LOC_B
949,2,성북구,LOC_B
950,3,흐리니,ETC_I
951,1,서울,LOC_B
952,2,중랑구,LOC_B
953,3,흐릴까,ETC_I
954,1,서울,LOC_B
955,2,도봉구,LOC_B
956,3,날씨,WTH_B
957,4,어때,-
958,1,서울,LOC_B
959,2,도봉구,LOC_B
960,3,우산,-
961,4,챙겨야해,-
962,1,서울,LOC_B
963,2,강서구,LOC_B
964,3,날씨,WTH_B
965,4,흐릴까,ETC_I
966,1,서울,LOC_B
967,2,영등포구,LOC_B
968,3,맑을까,-
969,1,서울,LOC_B
970,2,구로구,LOC_B
971,3,날씨,WTH_B
972,4,흐릴까,ETC_I
973,1,서울,LOC_B
974,2,금천구,LOC_B
975,3,우산,-
976,4,필요할까,-
977,1,서울,LOC_B
978,2,양천구,LOC_B
979,3,우산,-
980,4,쓸까,-
981,1,서울,LOC_B
982,2,마포구,LOC_B
983,3,우산,-
984,4,필요하니,-
985,1,서울,LOC_B
986,2,서대문구,LOC_B
987,3,우산,-
988,4,챙겨야,-
989,5,할까,-
990,1,서울,LOC_B
991,2,강남구,LOC_B
992,3,날씨,WTH_B
993,4,덥냐,ETC_I
994,1,서울,LOC_B
995,2,중랑구,LOC_B
996,3,우산,-
997,4,필요할까,-
998,1,서울,LOC_B
999,2,도봉구,LOC_B
1000,3,우산,-
1001,4,챙길까,-
1002,1,서울,LOC_B
1003,2,노원구,LOC_B
1004,3,맑을까,-
1005,1,서울,LOC_B
1006,2,중랑구,LOC_B
1007,3,추울까,ETC_I
1008,1,서울,LOC_B
1009,2,금천구,LOC_B
1010,3,날씨,WTH_B
1011,4,덥니,ETC_I
1012,1,서울,LOC_B
1013,2,강북구,LOC_B
1014,3,춥니,ETC_I
1015,1,서울,LOC_B
1016,2,금천구,LOC_B
1017,3,날씨,WTH_B
1018,4,흐리냐,ETC_I
1019,1,서울,LOC_B
1020,2,강동구,LOC_B
1021,3,우산,-
1022,4,필요해,-
1023,1,서울,LOC_B
1024,2,강동구,LOC_B
1025,3,날씨,WTH_B
1026,4,맑을까,-
1027,1,서울,LOC_B
1028,2,송파구,LOC_B
1029,3,맑을까,-
1030,1,서울,LOC_B
1031,2,마포구,LOC_B
1032,3,우산,-
1033,4,가져갈까,-
1034,1,서울,LOC_B
1035,2,종로구,LOC_B
1036,3,춥냐,ETC_I
1037,1,서울,LOC_B
1038,2,영등포구,LOC_B
1039,3,날씨,WTH_B
1040,4,추울까,ETC_I
1041,1,서울,LOC_B
1042,2,구로구,LOC_B
1043,3,날씨,WTH_B
1044,4,덥니,ETC_I
1045,1,서울,LOC_B
1046,2,관악구,LOC_B
1047,3,날씨,WTH_B
1048,4,흐리냐,ETC_I
1049,1,서울,LOC_B
1050,2,종로구,LOC_B
1051,3,날씨,WTH_B
1052,4,맑냐,-
1053,1,서울,LOC_B
1054,2,용산구,LOC_B
1055,3,우산,-
1056,4,필요하냐,-
1057,1,서울,LOC_B
1058,2,종로구,LOC_B
1059,3,비오니,WTH_I
1060,1,서울,LOC_B
1061,2,중랑구,LOC_B
1062,3,우산,-
1063,4,필요하냐,-
1064,1,서울,LOC_B
1065,2,강남구,LOC_B
1066,3,흐리니,ETC_I
1067,1,서울,LOC_B
1068,2,노원구,LOC_B
1069,3,비오냐,WTH_I
1070,1,서울,LOC_B
1071,2,은평구,LOC_B
1072,3,날씨,WTH_B
1073,4,흐릴까,ETC_I
1074,1,서울,LOC_B
1075,2,광진구,LOC_B
1076,3,날씨,WTH_B
1077,4,춥니,ETC_I
1078,1,서울,LOC_B
1079,2,영등포구,LOC_B
1080,3,비,WTH_I
1081,4,올까,-
1082,1,서울,LOC_B
1083,2,성북구,LOC_B
1084,3,날씨,WTH_B
1085,4,맑을까,-
1086,1,서울,LOC_B
1087,2,양천구,LOC_B
1088,3,우산,-
1089,4,써야하니,-
1090,1,서울,LOC_B
1091,2,은평구,LOC_B
1092,3,흐리냐,ETC_I
1093,1,서울,LOC_B
1094,2,성북구,LOC_B
1095,3,우산,-
1096,4,챙길까,-
1097,1,서울,LOC_B
1098,2,관악구,LOC_B
1099,3,맑니,-
1100,1,서울,LOC_B
1101,2,강북구,LOC_B
1102,3,흐리니,ETC_I
1103,1,서울,LOC_B
1104,2,구로구,LOC_B
1105,3,우산,-
1106,4,가져갈까,-
1107,1,서울,LOC_B
1108,2,구로구,LOC_B
1109,3,날씨,WTH_B
1110,4,어떠니,-
1111,1,서울,LOC_B
1112,2,동대문구,LOC_B
1113,3,우산,-
1114,4,써야하니,-
