,index,src,tar
137,6,있어?,-
138,1,IT/과학,NWS_I
139,2,뉴스는,NWS_B
140,3,새로,-
141,4,나온거,-
142,5,있어?,-
143,1,어제의,DAT_B
144,2,뉴스,NWS_B
145,3,머머,-
146,4,있어?,-
147,1,어제의,DAT_B
148,2,정치,NWS_I
149,3,뉴스,NWS_B
150,4,알려줘.,-
151,1,어제의,DAT_B
152,2,IT/과학,NWS_I
153,3,뉴스,NWS_B
154,4,좀,-
155,1,오늘의,DAT_B
156,2,IT,NWS_I
157,3,뉴스,NWS_B
158,4,좀,-
159,1,사회,NWS_I
160,2,뉴스,NWS_B
161,3,머가,-
162,4,있어?,-
163,1,어제의,DAT_B
164,2,IT/과학,NWS_I
165,3,뉴스,NWS_B
166,4,머가,-
167,5,있어?,-
168,1,오늘의,DAT_B
169,2,과학,NWS_I
170,3,뉴스는,NWS_B
171,4,알려줘.,-
172,1,IT,NWS_I
173,2,뉴스는,NWS_B
174,3,좀,-
175,1,오늘의,DAT_B
176,2,생활,NWS_I
177,3,뉴스,NWS_B
178,4,새로,-
179,5,나온거,-
180,6,있어?,-
181,1,오늘의,DAT_B
182,2,문화,NWS_I
183,3,뉴스는,NWS_B
184,4,알려줘.,-
185,1,어제의,DAT_B
186,2,세계,NWS_I
187,3,뉴스,NWS_B
188,1,오늘의,DAT_B
189,2,세계,NWS_I
190,3,뉴스는,NWS_B
191,4,좀,-
192,5,알려줘,-
193,1,오늘의,DAT_B
194,2,경제,NWS_I
195,3,뉴스는,NWS_B
196,4,알려줘.,-
197,1,세계,NWS_I
198,2,뉴스는,NWS_B
199,1,오늘의,DAT_B
200,2,문화,NWS_I
201,3,뉴스는,NWS_B
202,4,좀,-
203,5,알려줘,-
204,1,오늘의,DAT_B
205,2,과학,NWS_I
206,3,뉴스는,NWS_B
207,4,좀,-
208,5,알려줘,-
209,1,어제의,DAT_B
210,2,과학,NWS_I
211,3,뉴스,NWS_B
212,4,좀,-
213,5,알려줘,-
214,1,IT,NWS_I
215,2,뉴스는,NWS_B
216,3,좀,-
217,4,알려줘,-
218,1,문화,NWS_I
219,2,뉴스,NWS_B
220,3,알려줘.,-
221,1,오늘의,DAT_B
222,2,IT,NWS_I
223,3,뉴스,NWS_B
224,4,머머,-
225,5,있어?,-
226,1,어제의,DAT_B
227,2,경제,NWS_I
228,3,뉴스,NWS_B
229,4,머가,-
230,5,있어?,-
231,1,오늘의,DAT_B
232,2,생활,NWS_I
233,3,뉴스,NWS_B
234,1,오늘의,DAT_B
235,2,문화,NWS_I
236,3,뉴스는,NWS_B
237,4,머가,-
238,5,있어?,-
239,1,오늘의,DAT_B
240,2,세계,NWS_I
241,3,뉴스는,NWS_B
242,4,새로,-
243,5,나온거,-
244,6,있어?,-
245,1,어제의,DAT_B
246,2,사회,NWS_I
247,3,뉴스,NWS_B
248,4,새로,-
249,5,나온거,-
250,6,있어?,-
251,1,어제의,DAT_B
252,2,과학,NWS_I
253,3,뉴스는,NWS_B
254,4,알려줘.,-
255,1,어제의,DAT_B
256,2,세계,NWS_I
257,3,뉴스는,NWS_B
258,4,좀,-
259,1,어제의,DAT_B
260,2,세계,NWS_I
261,3,뉴스는,NWS_B
262,4,좀,-
263,1,오늘의,DAT_B
264,2,IT/과학,NWS_I
265,3,뉴스는,NWS_B
266,4,머가,-
267,5,있어?,-
268,1,오늘의,DAT_B
269,2,사회,NWS_I
270,3,뉴스는,NWS_B
271,1,오늘의,DAT_B
272,2,정치,NWS_I
273,3,뉴스는,NWS_B
274,4,머머,-
275,5,있어?,-
276,1,경제,NWS_I
277,2,뉴스,NWS_B
278,3,머가,-
279,4,있어?,-
280,1,세계,NWS_I
281,2,뉴스는,NWS_B
282,3,알려줘.,-
283,1,어제의,DAT_B
284,2,뉴스는,NWS_B
285,3,알려줘.,-
286,1,IT/과학,NWS_I
287,2,뉴스,NWS_B
288,3,좀,-
289,1,생활/문화,NWS_I
290,2,뉴스,NWS_B
291,3,좀,-
292,1,오늘의,DAT_B
293,2,IT/과학,NWS_I
294,3,뉴스,NWS_B
295,4,머가,-
296,5,있어?,-
297,1,IT,NWS_I
298,2,뉴스,NWS_B
299,1,오늘의,DAT_B
300,2,문화,NWS_I
301,3,뉴스,NWS_B
302,4,새로,-
303,5,나온거,-
304,6,있어?,-
305,1,오늘의,DAT_B
306,2,IT/과학,NWS_I
307,3,뉴스,NWS_B
308,1,오늘의,DAT_B
309,2,과학,NWS_I
310,3,뉴스,NWS_B
311,4,좀,-
312,1,IT,NWS_I
313,2,뉴스는,NWS_B
314,3,좀,-
315,1,어제의,DAT_B
316,2,정치,NWS_I
317,3,뉴스는,NWS_B
318,4,좀,-
319,5,알려줘,-
320,1,어제의,DAT_B
321,2,뉴스,NWS_B
322,3,머머,-
323,4,있어?,-
324,1,정치,NWS_I
325,2,뉴스는,NWS_B
326,3,알려줘.,-
327,1,오늘의,DAT_B
328,2,과학,NWS_I
329,3,뉴스,NWS_B
330,4,좀,-
331,5,알려줘,-
332,1,어제의,DAT_B
333,2,사회,NWS_I
334,3,뉴스는,NWS_B
335,1,정치,NWS_I
336,2,뉴스,NWS_B
337,3,알려줘.,-
338,1,어제의,DAT_B
339,2,생활,NWS_I
340,3,뉴스,NWS_B
341,4,머머,-
342,5,있어?,-
343,1,정치,NWS_I
344,2,뉴스,NWS_B
345,3,알려줘.,-
346,1,오늘의,DAT_B
347,2,문화,NWS_I
348,3,뉴스는,NWS_B
349,1,IT/과학,NWS_I
350,2,뉴스는,NWS_B
351,1,오늘의,DAT_B
352,2,생활/문화,NWS_I
353,3,뉴스,NWS_B
354,4,머가,-
355,5,있어?,-
356,1,뉴스,NWS_B
357,2,머머,-
358,3,있어?,-
359,1,오늘의,DAT_B
360,2,뉴스,NWS_B
361,3,좀,-
362,4,알려줘,-
363,1,오늘의,DAT_B
364,2,세계,NWS_I
365,3,뉴스는,NWS_B
366,4,좀,-
367,5,알려줘,-
368,1,오늘의,DAT_B
369,2,생활,NWS_I
370,3,뉴스,NWS_B
371,4,머머,-
372,5,있어?,-
373,1,어제의,DAT_B
374,2,IT,NWS_I
375,3,뉴스는,NWS_B
376,4,머가,-
377,5,있어?,-
378,1,오늘의,DAT_B
379,2,IT/과학,NWS_I
380,3,뉴스는,NWS_B
381,4,좀,-
382,1,어제의,DAT_B
383,2,IT/과학,NWS_I
384,3,뉴스,NWS_B
385,4,머머,-
386,5,있어?,-
387,1,뉴스,NWS_B
388,2,머가,-
389,3,있어?,-
390,1,어제의,DAT_B
391,2,정치,NWS_I
392,3,뉴스,NWS_B
393,4,좀,-
394,5,알려줘,-
395,1,IT,NWS_I
396,2,뉴스,NWS_B
397,3,좀,-
398,4,알려줘,-
399,1,정치,NWS_I
400,2,뉴스는,NWS_B
401,3,좀,-
402,1,생활,NWS_I
403,2,뉴스는,NWS_B
404,3,새로,-
405,4,나온거,-
406,5,있어?,-
407,1,오늘의,DAT_B
408,2,문화,NWS_I
409,3,뉴스는,NWS_B
410,4,좀,-
411,1,오늘의,DAT_B
412,2,생활/문화,NWS_I
413,3,뉴스는,NWS_B
414,4,좀,-
415,1,오늘의,DAT_B
416,2,생활/문화,NWS_I
417,3,뉴스,NWS_B
418,4,좀,-
419,5,알려줘,-
420,1,어제의,DAT_B
421,2,생활/문화,NWS_I
422,3,뉴스,NWS_B
423,4,머머,-
424,5,있어?,-
425,1,어제의,DAT_B
426,2,문화,NWS_I
427,3,뉴스는,NWS_B
428,4,좀,-
429,1,오늘의,DAT_B
430,2,정치,NWS_I
431,3,뉴스,NWS_B
432,1,오늘의,DAT_B
433,2,IT/과학,NWS_I
434,3,뉴스는,NWS_B
435,4,머머,-
436,5,있어?,-
437,1,뉴스는,NWS_B
438,2,새로,-
439,3,나온거,-
440,4,있어?,-
441,1,뉴스는,NWS_B
442,2,좀,-
443,1,오늘의,DAT_B
444,2,세계,NWS_I
445,3,뉴스는,NWS_B
446,4,좀,-
447,1,오늘의,DAT_B
448,2,세계,NWS_I
449,3,뉴스,NWS_B
450,4,머머,-
451,5,있어?,-
452,1,오늘의,DAT_B
453,2,경제,NWS_I
454,3,뉴스,NWS_B
455,1,어제의,DAT_B
456,2,문화,NWS_I
457,3,뉴스는,NWS_B
458,4,좀,-
459,5,알려줘,-
460,1,오늘의,DAT_B
461,2,세계,NWS_I
462,3,뉴스는,NWS_B
463,4,좀,-
464,1,어제의,DAT_B
465,2,IT/과학,NWS_I
466,3,뉴스,NWS_B
467,4,새로,-
468,5,나온거,-
469,6,있어?,-
470,1,IT/과학,NWS_I
471,2,뉴스는,NWS_B
472,3,머가,-
473,4,있어?,-
474,1,정치,NWS_I
475,2,뉴스는,NWS_B
476,3,알려줘.,-
477,1,오늘의,DAT_B
478,2,정치,NWS_I
479,3,뉴스는,NWS_B
480,1,오늘의,DAT_B
481,2,정치,NWS_I
482,3,뉴스는,NWS_B
483,1,문화,NWS_I
484,2,뉴스는,NWS_B
485,3,머가,-
486,4,있어?,-
487,1,오늘의,DAT_B
488,2,뉴스는,NWS_B
489,3,머머,-
490,4,있어?,-
491,1,어제의,DAT_B
492,2,정치,NWS_I
493,3,뉴스는,NWS_B
494,4,머가,-
495,5,있어?,-
496,1,오늘의,DAT_B
497,2,IT,NWS_I
498,3,뉴스는,NWS_B
499,4,머가,-
500,5,있어?,-
501,1,경제,NWS_I
502,2,뉴스는,NWS_B
503,3,좀,-
504,4,알려줘,-
505,1,생활/문화,NWS_I
506,2,뉴스는,NWS_B
507,3,알려줘.,-
508,1,어제의,DAT_B
509,2,과학,NWS_I
510,3,뉴스는,NWS_B
511,1,어제의,DAT_B
512,2,생활,NWS_I
513,3,뉴스,NWS_B
514,4,좀,-
515,5,알려줘,-
516,1,어제의,DAT_B
517,2,뉴스,NWS_B
518,3,알려줘.,-
519,1,문화,NWS_I
520,2,뉴스,NWS_B
521,3,좀,-
522,4,알려줘,-
523,1,오늘의,DAT_B
524,2,뉴스,NWS_B
525,1,어제의,DAT_B
526,2,뉴스는,NWS_B
527,1,사회,NWS_I
528,2,뉴스는,NWS_B
529,3,머머,-
530,4,있어?,-
531,1,IT,NWS_I
532,2,뉴스,NWS_B
533,3,좀,-
534,1,어제의,DAT_B
535,2,생활,NWS_I
536,3,뉴스는,NWS_B
537,4,머가,-
538,5,있어?,-
539,1,오늘의,DAT_B
540,2,뉴스는,NWS_B
541,3,좀,-
542,1,어제의,DAT_B
543,2,과학,NWS_I
544,3,뉴스,NWS_B
545,1,어제의,DAT_B
546,2,사회,NWS_I
547,3,뉴스는,NWS_B
548,4,좀,-
549,1,오늘의,DAT_B
550,2,경제,NWS_I
551,3,뉴스,NWS_B
552,1,사회,NWS_I
553,2,뉴스,NWS_B
554,3,좀,-
555,4,알려줘,-
556,1,어제의,DAT_B
557,2,경제,NWS_I
558,3,뉴스,NWS_B
559,4,머가,-
560,5,있어?,-
561,1,어제의,DAT_B
562,2,생활,NWS_I
563,3,뉴스는,NWS_B
564,4,새로,-
565,5,나온거,-
566,6,있어?,-
567,1,오늘의,DAT_B
568,2,사회,NWS_I
569,3,뉴스,NWS_B
570,4,알려줘.,-
571,1,어제의,DAT_B
572,2,생활,NWS_I
573,3,뉴스는,NWS_B
574,4,새로,-
575,5,나온거,-
576,6,있어?,-
577,1,세계,NWS_I
578,2,뉴스는,NWS_B
579,3,머가,-
580,4,있어?,-
581,1,사회,NWS_I
582,2,뉴스,NWS_B
583,3,머가,-
584,4,있어?,-
585,1,어제의,DAT_B
586,2,사회,NWS_I
587,3,뉴스,NWS_B
588,4,머머,-
589,5,있어?,-
590,1,오늘의,DAT_B
591,2,IT,NWS_I
592,3,뉴스는,NWS_B
593,4,좀,-
594,1,오늘의,DAT_B
595,2,생활/문화,NWS_I
596,3,뉴스,NWS_B
597,4,알려줘.,-
598,1,오늘의,DAT_B
599,2,경제,NWS_I
600,3,뉴스는,NWS_B
601,4,새로,-
602,5,나온거,-
603,6,있어?,-
604,1,어제의,DAT_B
605,2,사회,NWS_I
606,3,뉴스,NWS_B
607,4,좀,-
608,1,어제의,DAT_B
609,2,생활,NWS_I
610,3,뉴스는,NWS_B
611,4,알려줘.,-
612,1,오늘의,DAT_B
613,2,IT/과학,NWS_I
614,3,뉴스,NWS_B
615,4,좀,-
616,1,경제,NWS_I
617,2,뉴스,NWS_B
618,3,좀,-
619,1,오늘의,DAT_B
620,2,문화,NWS_I
621,3,뉴스,NWS_B
622,4,새로,-
623,5,나온거,-
624,6,있어?,-
625,1,어제의,DAT_B
626,2,과학,NWS_I
627,3,뉴스,NWS_B
628,4,알려줘.,-
629,1,어제의,DAT_B
630,2,과학,NWS_I
631,3,뉴스,NWS_B
632,4,좀,-
633,1,뉴스는,NWS_B
634,2,좀,-
635,3,알려줘,-
636,1,오늘의,DAT_B
637,2,생활/문화,NWS_I
638,3,뉴스는,NWS_B
639,4,새로,-
640,5,나온거,-
641,6,있어?,-
642,1,어제의,DAT_B
643,2,생활/문화,NWS_I
644,3,뉴스,NWS_B
645,4,머머,-
646,5,있어?,-
647,1,문화,NWS_I
648,2,뉴스는,NWS_B
649,3,알려줘.,-
650,1,어제의,DAT_B
651,2,문화,NWS_I
652,3,뉴스는,NWS_B
653,1,사회,NWS_I
654,2,뉴스는,NWS_B
655,3,머머,-
656,4,있어?,-
657,1,어제의,DAT_B
658,2,세계,NWS_I
659,3,뉴스,NWS_B
660,4,알려줘.,-
661,1,어제의,DAT_B
662,2,IT/과학,NWS_I
663,3,뉴스,NWS_B
664,4,좀,-
665,1,어제의,DAT_B
666,2,IT/과학,NWS_I
667,3,뉴스,NWS_B
668,4,알려줘.,-
669,1,오늘의,DAT_B
670,2,과학,NWS_I
671,3,뉴스는,NWS_B
672,4,좀,-
673,1,IT,NWS_I
674,2,뉴스는,NWS_B
675,3,머가,-
676,4,있어?,-
677,1,생활/문화,NWS_I
678,2,뉴스는,NWS_B
679,3,좀,-
680,4,알려줘,-
681,1,세계,NWS_I
682,2,뉴스,NWS_B
683,1,어제의,DAT_B
684,2,과학,NWS_I
685,3,뉴스,NWS_B
686,4,좀,-
687,1,어제의,DAT_B
688,2,경제,NWS_I
689,3,뉴스는,NWS_B
690,4,좀,-
691,1,오늘의,DAT_B
692,2,경제,NWS_I
693,3,뉴스는,NWS_B
694,4,머가,-
695,5,있어?,-
696,1,어제의,DAT_B
697,2,정치,NWS_I
698,3,뉴스는,NWS_B
699,4,알려줘.,-
700,1,오늘의,DAT_B
701,2,생활/문화,NWS_I
702,3,뉴스는,NWS_B
703,4,알려줘.,-
704,1,오늘의,DAT_B
705,2,IT,NWS_I
706,3,뉴스,NWS_B
707,4,머가,-
708,5,있어?,-
709,1,IT,NWS_I
710,2,뉴스,NWS_B
711,3,머가,-
712,4,있어?,-
713,1,생활,NWS_I
714,2,뉴스는,NWS_B
715,1,어제의,DAT_B
716,2,세계,NWS_I
717,3,뉴스는,NWS_B
718,4,새로,-
719,5,나온거,-
720,6,있어?,-
721,1,어제의,DAT_B
722,2,생활/문화,NWS_I
723,3,뉴스는,NWS_B
724,1,오늘의,DAT_B
725,2,생활/문화,NWS_I
726,3,뉴스는,NWS_B
727,4,새로,-
728,5,나온거,-
729,6,있어?,-
730,1,어제의,DAT_B
731,2,문화,NWS_I
732,3,뉴스,NWS_B
733,4,머머,-
734,5,있어?,-
735,1,경제,NWS_I
736,2,뉴스,NWS_B
737,3,알려줘.,-
738,1,오늘의,DAT_B
739,2,사회,NWS_I
740,3,뉴스는,NWS_B
741,4,알려줘.,-
742,1,어제의,DAT_B
743,2,과학,NWS_I
744,3,뉴스,NWS_B
745,4,머머,-
746,5,있어?,-
747,1,정치,NWS_I
748,2,뉴스는,NWS_B
749,1,경제,NWS_I
750,2,뉴스는,NWS_B
751,3,머머,-
752,4,있어?,-
753,1,문화,NWS_I
754,2,뉴스,NWS_B
755,3,좀,-
756,1,어제의,DAT_B
757,2,생활,NWS_I
758,3,뉴스는,NWS_B
759,4,알려줘.,-
760,1,오늘의,DAT_B
761,2,뉴스는,NWS_B
762,3,좀,-
763,4,알려줘,-
764,1,어제의,DAT_B
765,2,정치,NWS_I
766,3,뉴스,NWS_B
767,4,좀,-
768,1,IT,NWS_I
769,2,뉴스는,NWS_B
770,1,오늘의,DAT_B
771,2,사회,NWS_I
772,3,뉴스,NWS_B
773,4,머머,-
774,5,있어?,-
775,1,어제의,DAT_B
776,2,과학,NWS_I
777,3,뉴스는,NWS_B
778,4,머가,-
779,5,있어?,-
780,1,오늘의,DAT_B
781,2,뉴스,NWS_B
782,3,머가,-
783,4,있어?,-
784,1,어제의,DAT_B
785,2,경제,NWS_I
786,3,뉴스는,NWS_B
787,4,좀,-
788,1,오늘의,DAT_B
789,2,세계,NWS_I
790,3,뉴스는,NWS_B
791,4,좀,-
792,5,알려줘,-
793,1,어제의,DAT_B
794,2,과학,NWS_I
795,3,뉴스,NWS_B
796,4,머가,-
797,5,있어?,-
798,1,오늘의,DAT_B
799,2,생활,NWS_I
800,3,뉴스는,NWS_B
801,4,머가,-
802,5,있어?,-
803,1,오늘의,DAT_B
804,2,생활/문화,NWS_I
805,3,뉴스,NWS_B
806,4,머머,-
807,5,있어?,-
808,1,오늘의,DAT_B
809,2,생활,NWS_I
810,3,뉴스는,NWS_B
811,4,좀,-
812,5,알려줘,-
813,1,어제의,DAT_B
814,2,사회,NWS_I
815,3,뉴스는,NWS_B
816,4,좀,-
817,1,사회,NWS_I
818,2,뉴스,NWS_B
819,3,좀,-
820,1,오늘의,DAT_B
821,2,뉴스,NWS_B
822,3,알려줘.,-
823,1,어제의,DAT_B
824,2,사회,NWS_I
825,3,뉴스는,NWS_B
826,4,머가,-
827,5,있어?,-
828,1,어제의,DAT_B
829,2,생활/문화,NWS_I
830,3,뉴스는,NWS_B
831,4,좀,-
832,5,알려줘,-
833,1,어제의,DAT_B
834,2,생활,NWS_I
835,3,뉴스는,NWS_B
836,1,뉴스,NWS_B
837,2,새로,-
838,3,나온거,-
839,4,있어?,-
840,1,생활/문화,NWS_I
841,2,뉴스,NWS_B
842,3,새로,-
843,4,나온거,-
844,5,있어?,-
845,1,IT/과학,NWS_I
846,2,뉴스는,NWS_B
847,3,알려줘.,-
848,1,어제의,DAT_B
849,2,생활,NWS_I
850,3,뉴스는,NWS_B
851,4,좀,-
852,5,알려줘,-
853,1,오늘의,DAT_B
854,2,경제,NWS_I
855,3,뉴스,NWS_B
856,4,좀,-
857,1,세계,NWS_I
858,2,뉴스는,NWS_B
859,1,어제의,DAT_B
860,2,과학,NWS_I
861,3,뉴스는,NWS_B
862,1,어제의,DAT_B
863,2,경제,NWS_I
864,3,뉴스는,NWS_B
865,4,좀,-
866,1,오늘의,DAT_B
867,2,문화,NWS_I
868,3,뉴스,NWS_B
869,4,새로,-
870,5,나온거,-
871,6,있어?,-
872,1,오늘의,DAT_B
873,2,과학,NWS_I
874,3,뉴스는,NWS_B
875,1,오늘의,DAT_B
876,2,생활,NWS_I
877,3,뉴스,NWS_B
878,4,좀,-
879,1,오늘의,DAT_B
880,2,세계,NWS_I
881,3,뉴스는,NWS_B
882,4,머가,-
883,5,있어?,-
884,1,정치,NWS_I
885,2,뉴스,NWS_B
886,3,머머,-
887,4,있어?,-
888,1,오늘의,DAT_B
889,2,IT/과학,NWS_I
890,3,뉴스는,NWS_B
891,4,머가,-
892,5,있어?,-
893,1,어제의,DAT_B
894,2,생활/문화,NWS_I
895,3,뉴스,NWS_B
896,4,좀,-
897,1,어제의,DAT_B
898,2,IT/과학,NWS_I
899,3,뉴스,NWS_B
900,1,오늘의,DAT_B
901,2,생활,NWS_I
902,3,뉴스,NWS_B
903,4,머가,-
904,5,있어?,-
905,1,어제의,DAT_B
906,2,IT/과학,NWS_I
907,3,뉴스,NWS_B
908,4,좀,-
909,5,알려줘,-
910,1,어제의,DAT_B
911,2,생활/문화,NWS_I
912,3,뉴스는,NWS_B
913,4,좀,-
914,5,알려줘,-
915,1,사회,NWS_I
916,2,뉴스,NWS_B
917,3,알려줘.,-
918,1,어제의,DAT_B
919,2,과학,NWS_I
920,3,뉴스,NWS_B
921,4,머머,-
922,5,있어?,-
923,1,오늘의,DAT_B
924,2,뉴스,NWS_B
925,3,머머,-
926,4,있어?,-
927,1,오늘의,DAT_B
928,2,생활/문화,NWS_I
929,3,뉴스,NWS_B
930,4,좀,-
931,5,알려줘,-
932,1,오늘의,DAT_B
933,2,문화,NWS_I
934,3,뉴스는,NWS_B
935,4,새로,-
936,5,나온거,-
937,6,있어?,-
938,1,오늘의,DAT_B
939,2,세계,NWS_I
940,3,뉴스,NWS_B
941,4,좀,-
942,5,알려줘,-
943,1,문화,NWS_I
944,2,뉴스,NWS_B
945,3,머머,-
946,4,있어?,-
947,1,어제의,DAT_B
948,2,생활,NWS_I
949,3,뉴스는,NWS_B
950,4,머가,-
951,5,있어?,-
952,1,어제의,DAT_B
953,2,과학,NWS_I
954,3,뉴스,NWS_B
955,4,머머,-
956,5,있어?,-
957,1,오늘의,DAT_B
958,2,문화,NWS_I
959,3,뉴스,NWS_B
960,4,알려줘.,-
961,1,오늘의,DAT_B
962,2,IT,NWS_I
963,3,뉴스는,NWS_B
964,4,좀,-
965,5,알려줘,-
966,1,오늘의,DAT_B
967,2,과학,NWS_I
968,3,뉴스는,NWS_B
969,4,좀,-
970,5,알려줘,-
971,1,어제의,DAT_B
972,2,사회,NWS_I
973,3,뉴스는,NWS_B
974,4,새로,-
975,5,나온거,-
976,6,있어?,-
977,1,IT,NWS_I
978,2,뉴스는,NWS_B
979,3,머머,-
980,4,있어?,-
981,1,어제의,DAT_B
982,2,문화,NWS_I
983,3,뉴스는,NWS_B
984,1,어제의,DAT_B
985,2,사회,NWS_I
986,3,뉴스는,NWS_B
987,4,새로,-
988,5,나온거,-
989,6,있어?,-
990,1,생활,NWS_I
991,2,뉴스는,NWS_B
992,3,좀,-
993,4,알려줘,-
994,1,어제의,DAT_B
995,2,정치,NWS_I
996,3,뉴스는,NWS_B
997,4,새로,-
998,5,나온거,-
999,6,있어?,-
1000,1,오늘의,DAT_B
1001,2,과학,NWS_I
1002,3,뉴스,NWS_B
1003,4,알려줘.,-
1004,1,오늘의,DAT_B
1005,2,생활/문화,NWS_I
1006,3,뉴스는,NWS_B
1007,4,새로,-
1008,5,나온거,-
1009,6,있어?,-
1010,1,정치,NWS_I
1011,2,뉴스는,NWS_B
1012,3,좀,-
1013,1,IT,NWS_I
1014,2,뉴스는,NWS_B
1015,3,새로,-
1016,4,나온거,-
1017,5,있어?,-
1018,1,어제의,DAT_B
1019,2,생활/문화,NWS_I
1020,3,뉴스,NWS_B
1021,4,머가,-
1022,5,있어?,-
1023,1,문화,NWS_I
1024,2,뉴스,NWS_B
1025,3,알려줘.,-
1026,1,오늘의,DAT_B
1027,2,문화,NWS_I
1028,3,뉴스는,NWS_B
1029,4,새로,-
1030,5,나온거,-
1031,6,있어?,-
1032,1,어제의,DAT_B
1033,2,사회,NWS_I
1034,3,뉴스,NWS_B
1035,4,머머,-
1036,5,있어?,-
1037,1,뉴스는,NWS_B
1038,2,알려줘.,-
1039,1,뉴스,NWS_B
1040,2,머가,-
1041,3,있어?,-
1042,1,IT,NWS_I
1043,2,뉴스,NWS_B
1044,3,알려줘.,-
1045,1,생활,NWS_I
1046,2,뉴스,NWS_B
1047,3,새로,-
1048,4,나온거,-
1049,5,있어?,-
1050,1,오늘의,DAT_B
1051,2,과학,NWS_I
1052,3,뉴스,NWS_B
1053,4,좀,-
1054,5,알려줘,-
1055,1,어제의,DAT_B
1056,2,생활,NWS_I
1057,3,뉴스는,NWS_B
1058,4,머머,-
1059,5,있어?,-
1060,1,오늘의,DAT_B
1061,2,문화,NWS_I
1062,3,뉴스는,NWS_B
1063,1,오늘의,DAT_B
1064,2,정치,NWS_I
1065,3,뉴스,NWS_B
1066,4,좀,-
1067,1,경제,NWS_I
1068,2,뉴스,NWS_B
1069,3,머머,-
1070,4,있어?,-
1071,1,오늘의,DAT_B
1072,2,IT,NWS_I
1073,3,뉴스는,NWS_B
1074,1,문화,NWS_I
1075,2,뉴스는,NWS_B
1076,3,좀,-
1077,1,오늘의,DAT_B
1078,2,생활/문화,NWS_I
1079,3,뉴스,NWS_B
1080,4,좀,-
1081,1,오늘의,DAT_B
1082,2,IT,NWS_I
1083,3,뉴스,NWS_B
